Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ14,OUT045,239.688
FDA32,OUT013,1078.596
FDJ38,OUT019,555.2772
FDQ57,OUT017,1057.9562
NCQ41,OUT019,379.506
FDG56,OUT049,1599.9174
DRC13,OUT027,3004.0896
FDV55,OUT035,3353.6346
FDQ49,OUT045,3073.9986
FDE29,OUT010,229.701
FDR03,OUT013,2709.1402
FDD45,OUT049,2097.9358
FDN38,OUT010,254.3356
FDT56,OUT046,468.7232
FDT48,OUT045,3174.5344
FDU03,OUT049,4925.5884
FDC56,OUT010,117.8466
NCO43,OUT027,2833.6448
FDQ27,OUT017,1508.037
FDR03,OUT046,3125.931
DRH23,OUT010,159.792
FDG22,OUT045,732.38
NCJ42,OUT013,1607.907
FDR24,OUT046,1707.777
FDW60,OUT035,1784.344
FDJ08,OUT013,2101.9306
DRL59,OUT018,607.2096
FDG60,OUT010,474.0496
FDW27,OUT017,2896.8958
FDX14,OUT018,2278.3676
FDC20,OUT013,905.488
NCS29,OUT018,3542.056
FDJ56,OUT046,998.7
FDB20,OUT019,314.2576
FDL28,OUT027,7350.432
FDW01,OUT018,1861.5768
FDL03,OUT046,2356.932
FDX22,OUT049,5770.4886
FDJ21,OUT035,3353.6346
FDR31,OUT045,1821.6288
FDG21,OUT035,4094.67
FDS22,OUT027,1362.2268
FDK08,OUT035,3295.71
FDE17,OUT018,2087.9488
NCN30,OUT017,772.328
FDT50,OUT046,978.726
NCX42,OUT049,5262.4832
FDJ12,OUT035,2492.7552
NCA18,OUT027,1414.1592
FDP23,OUT019,432.77
FDX12,OUT013,3575.346
FDN40,OUT018,1662.5026
FDV48,OUT035,1438.128
NCY54,OUT013,2069.3064
FDL16,OUT010,45.2744
FDR45,OUT018,1141.847
FDJ52,OUT046,4653.2762
DRG01,OUT017,2278.3676
FDP52,OUT013,5742.525
FDU58,OUT017,4727.18
FDL02,OUT045,1270.3464
FDG28,OUT013,3920.2304
FDA19,OUT035,1311.626
FDW46,OUT027,1201.769
NCD43,OUT049,1230.3984
DRG39,OUT013,1262.3568
NCF55,OUT049,173.108
FDJ07,OUT046,1747.725
FDE08,OUT046,1504.708
FDP56,OUT019,97.2068
FDT45,OUT045,571.2564
FDF17,OUT018,1937.478
FDX44,OUT046,2051.9956
FDM28,OUT027,6066.7696
FDI36,OUT049,3142.576
FDS07,OUT045,2049.3324
FDD36,OUT045,1191.782
FDW11,OUT046,1777.686
FDN40,OUT049,1921.4988
NCQ18,OUT049,1544.656
NCQ54,OUT017,1326.2736
NCS42,OUT045,2371.5796
DRH39,OUT010,153.134
FDC09,OUT027,2609.936
FDT08,OUT010,308.9312
FDC08,OUT035,3215.814
FDT20,OUT017,772.328
FDS35,OUT035,1097.9042
FDX58,OUT018,5182.5872
FDW58,OUT046,1917.504
DRD27,OUT046,2281.6966
FDH32,OUT019,190.4188
FDS26,OUT035,7588.1226
FDQ31,OUT046,878.856
FDP11,OUT018,2387.5588
FDD58,OUT017,2759.0752
FDM33,OUT045,2157.192
FDZ16,OUT049,4138.6128
NCS29,OUT010,262.991
NCM18,OUT019,218.3824
FDP11,OUT049,4136.6154
NCC42,OUT017,1134.5232
DRM23,OUT046,2931.5174
NCN55,OUT027,2607.2728
FDK46,OUT013,4673.916
FDR01,OUT046,4777.7808
NCA05,OUT045,894.8352
NCP43,OUT017,2516.724
FDR12,OUT010,343.5528
FDQ01,OUT013,3418.883
FDM13,OUT046,1957.452
FDQ19,OUT017,2570.6538
FDK56,OUT019,370.1848
NCX06,OUT010,379.506
FDO56,OUT027,2972.1312
FDU45,OUT045,2908.2144
FDI16,OUT019,109.1912
FDL32,OUT046,1060.6194
FDA07,OUT046,1102.5648
FDA14,OUT045,1691.7978
FDV46,OUT027,4255.7936
NCO07,OUT035,6411.654
NCP41,OUT046,1917.504
FDY60,OUT018,282.2992
FDN38,OUT017,1506.0396
FDO15,OUT046,1442.1228
FDT60,OUT013,985.384
FDA55,OUT035,6831.108
FDE02,OUT010,193.082
DRJ39,OUT049,2210.456
FDV34,OUT035,856.8846
FDS20,OUT027,1263.0226
FDF02,OUT027,3075.996
FDW40,OUT017,3277.0676
NCB43,OUT046,2731.1116
FDR58,OUT017,1665.8316
DRJ59,OUT035,922.7988
NCD30,OUT017,694.4294
FDE14,OUT017,1697.79
FDC28,OUT018,1941.4728
FDU16,OUT018,247.6776
NCD19,OUT035,873.5296
FDU21,OUT046,564.5984
FDV59,OUT027,4247.804
FDU03,OUT045,2993.4368
FDC33,OUT010,249.0092
NCR42,OUT035,539.298
DRH59,OUT035,1138.518
NCM31,OUT035,1985.4156
FDS50,OUT035,5764.4964
FDP39,OUT046,461.3994
FDQ55,OUT013,1374.2112
FDV36,OUT019,123.8388
FDI05,OUT027,2526.711
FDS45,OUT027,2609.936
FDA39,OUT045,353.5398
FDC37,OUT010,214.3876
FDJ60,OUT027,5033.448
DRQ35,OUT046,731.0484
NCJ06,OUT046,2145.2076
NCY42,OUT018,1994.7368
DRM37,OUT049,3731.809
FDR14,OUT045,1071.938
FDE51,OUT049,878.856
FDT33,OUT017,2631.2416
FDR08,OUT013,1230.3984
FDE36,OUT010,170.4448
FDL22,OUT019,399.48
FDR44,OUT013,262.3252
FDI56,OUT019,515.3292
FDE47,OUT010,379.506
FDV27,OUT010,171.7764
FDV10,OUT049,1065.28
FDC40,OUT045,1791.6678
NCX41,OUT013,1095.241
NCQ38,OUT027,3050.6956
FDV12,OUT027,2189.8162
FDE52,OUT017,1860.2452
FDG20,OUT027,4012.1108
FDV16,OUT027,984.7182
FDI32,OUT017,1727.751
FDJ32,OUT049,447.4176
FDN39,OUT018,3874.2902
FDY34,OUT017,2984.1156
FDC14,OUT035,377.5086
FDA55,OUT017,6831.108
FDZ50,OUT010,1094.5752
DRG13,OUT049,1315.6208
FDP01,OUT013,1829.6184
NCG54,OUT017,4234.488
FDM13,OUT045,1705.1138
NCO18,OUT027,1605.9096
NCW41,OUT013,2546.685
FDM52,OUT027,3281.0624
NCF55,OUT035,882.185
FDT09,OUT046,1713.7692
NCM19,OUT035,1310.2944
FDW12,OUT018,1821.6288
FDP15,OUT019,711.0744
FDK36,OUT045,777.6544
FDZ25,OUT035,3301.7022
NCW06,OUT049,4364.319
FDW60,OUT046,1784.344
DRC49,OUT013,2916.204
NCT17,OUT035,1695.7926
NCN06,OUT018,2784.3756
FDC45,OUT013,3078.6592
DRJ47,OUT019,509.337
NCF06,OUT045,4402.9354
FDE21,OUT010,361.5294
DRG27,OUT013,690.4346
FDW40,OUT049,3277.0676
NCO53,OUT046,3516.7556
FDE23,OUT049,1115.215
FDQ16,OUT046,2402.2064
FDS26,OUT045,2603.278
FDZ13,OUT010,47.2718
FDS14,OUT049,5053.422
FDC10,OUT045,353.5398
FDY16,OUT049,4997.4948
FDJ20,OUT035,747.0276
FDV43,OUT035,701.7532
FDZ32,OUT027,966.7416
FDR23,OUT046,3352.303
FDN24,OUT035,928.1252
FDE34,OUT027,3235.788
FDU31,OUT013,2821.6604
FDW33,OUT018,1715.1008
FDU26,OUT046,1523.3504
FDE20,OUT027,5404.9644
NCW05,OUT035,1179.1318
FDB22,OUT018,1821.6288
FDO56,OUT046,2519.3872
FDA19,OUT027,5404.9644
DRI39,OUT045,764.3384
FDH52,OUT018,539.298
FDZ50,OUT035,4410.2592
NCN42,OUT035,2648.5524
FDB53,OUT013,2795.6942
DRG11,OUT017,976.7286
DRK11,OUT027,4815.0656
FDQ60,OUT017,1238.388
FDT36,OUT017,441.4254
DRG25,OUT018,370.1848
DRJ23,OUT046,2285.0256
FDG05,OUT035,1342.2528
NCK06,OUT018,4391.6168
FDU52,OUT017,2503.408
FDW07,OUT018,1062.6168
NCM17,OUT045,1249.0408
FDA22,OUT045,4512.1266
NCA41,OUT018,2160.521
FDF38,OUT035,377.5086
FDH52,OUT046,768.999
FDY58,OUT019,451.4124
FDZ16,OUT045,5812.434
NCM18,OUT017,2352.9372
FDA22,OUT018,4512.1266
NCJ43,OUT035,4427.57
FDI34,OUT027,9267.936
FDG56,OUT046,918.804
FDS34,OUT046,2490.092
DRC01,OUT035,410.1328
FDQ04,OUT035,356.8688
FDK04,OUT035,801.6232
FDT51,OUT049,1627.881
FDV26,OUT017,5267.1438
FDS04,OUT049,2552.6772
FDW43,OUT018,3271.7412
FDQ28,OUT010,149.805
NCK06,OUT017,2410.196
FDS23,OUT018,2048.6666
FDZ36,OUT019,745.696
FDE56,OUT018,753.0198
FDW10,OUT027,3719.1588
NCN14,OUT045,4649.9472
NCQ18,OUT045,1544.656
FDW08,OUT017,1289.6546
FDU43,OUT035,4266.4464
FDR33,OUT010,109.1912
FDM24,OUT010,145.1444
NCZ05,OUT046,1720.4272
NCV41,OUT035,1989.4104
FDV11,OUT018,2037.348
NCY05,OUT035,952.7598
FDV44,OUT018,938.778
FDW32,OUT049,515.3292
NCU18,OUT027,3119.9388
NCC43,OUT035,2848.9582
FDW19,OUT013,222.3772
FDN31,OUT035,2693.8268
FDI48,OUT045,871.5322
FDS24,OUT017,1505.3738
FDF46,OUT049,1382.2008
DRG23,OUT017,3022.732
FDG14,OUT018,3563.3616
NCY30,OUT049,1605.9096
FDO28,OUT018,3629.9416
DRD24,OUT035,1264.3542
FDI33,OUT049,2442.1544
FDN32,OUT046,4795.0916
FDR16,OUT045,2563.33
FDF26,OUT046,2524.0478
NCN29,OUT018,777.6544
FDE20,OUT045,2376.906
FDA46,OUT046,2527.3768
FDU28,OUT045,1844.266
FDQ48,OUT045,1922.8304
FDV36,OUT013,1298.31
FDR14,OUT018,377.5086
FDP23,OUT017,3918.8988
FDP56,OUT013,591.2304
FDK48,OUT010,146.476
FDR48,OUT046,1669.8264
NCY29,OUT049,1030.6584
FDM22,OUT018,1331.6
DRJ01,OUT013,3342.316
FDZ43,OUT045,7028.1848
FDV03,OUT035,2947.4966
FDX11,OUT027,3235.788
NCA41,OUT027,3078.6592
FDE38,OUT017,2466.789
FDI27,OUT018,452.744
FDN32,OUT013,3478.805
NCN43,OUT017,2277.036
FDB47,OUT027,7142.7024
FDV03,OUT017,5274.4676
NCN30,OUT045,772.328
NCV54,OUT010,365.5242
FDV07,OUT013,1208.427
FDP07,OUT049,2553.343
FDK48,OUT018,322.913
FDM15,OUT019,473.3838
FDY19,OUT027,5351.0346
FDK46,OUT046,4673.916
FDY11,OUT045,1034.6532
FDH09,OUT046,578.5802
FDO08,OUT027,3946.8624
FDU14,OUT013,5355.0294
FDD22,OUT027,3199.8348
FDM27,OUT017,1577.946
FDL02,OUT027,4225.1668
NCA17,OUT035,2501.4106
FDE38,OUT019,657.8104
NCG07,OUT049,2440.8228
DRC27,OUT013,6669.3186
FDA27,OUT035,1022.6688
FDW40,OUT045,3277.0676
DRI11,OUT013,2846.295
FDN50,OUT046,2596.62
FDR12,OUT046,4942.8992
FDT34,OUT027,3635.268
FDW11,OUT035,767.0016
NCO30,OUT027,5070.7328
FDZ34,OUT017,6757.87
FDU45,OUT017,2908.2144
NCD42,OUT035,493.3578
FDX25,OUT045,4211.185
NCR29,OUT046,1030.6584
FDX43,OUT019,352.874
FDB04,OUT010,89.883
FDR49,OUT027,2109.2544
FDS39,OUT018,2410.8618
FDW58,OUT045,2153.1972
FDG22,OUT019,37.9506
FDG31,OUT017,410.1328
NCV53,OUT027,4302.3996
DRJ37,OUT035,2884.2456
FDV07,OUT035,1334.2632
FDW52,OUT018,978.726
FDT15,OUT045,4570.0512
FDD02,OUT018,2621.9204
FDM16,OUT035,1655.1788
NCE55,OUT046,2616.594
FDB57,OUT018,2873.5928
FDQ04,OUT013,701.7532
FDQ47,OUT019,173.108
FDY14,OUT019,264.9884
DRK37,OUT017,3237.1196
FDO25,OUT017,5309.755
FDL57,OUT046,5396.9748
NCK29,OUT018,3560.6984
FDK46,OUT027,3179.8608
NCB43,OUT010,567.2616
DRE01,OUT027,4579.3724
FDC46,OUT018,5182.5872
FDQ23,OUT045,2332.9632
FDX38,OUT049,708.4112
FDG60,OUT018,2409.5302
FDW55,OUT017,3364.9532
FDP39,OUT013,922.7988
FDB20,OUT018,856.8846
FDV21,OUT017,2848.2924
FDZ02,OUT013,892.8378
FDP19,OUT027,1310.2944
FDA38,OUT035,4233.1564
FDH22,OUT045,3880.2824
DRM11,OUT045,1845.5976
FDO12,OUT027,793.6336
FDT14,OUT049,2516.724
FDW34,OUT010,731.0484
FDG04,OUT027,3214.4824
FDW59,OUT018,1731.08
FDR33,OUT018,2011.3818
FDP32,OUT013,1573.9512
FDL13,OUT027,8239.9408
FDD22,OUT013,2908.2144
FDV40,OUT027,2512.7292
NCD55,OUT046,615.1992
FDQ20,OUT010,75.9012
FDD28,OUT045,1113.2176
FDC39,OUT045,2847.6266
NCR17,OUT049,2780.3808
DRO35,OUT018,1267.0174
FDF40,OUT049,2241.0828
FDR31,OUT018,2157.192
NCQ41,OUT017,1576.6144
FDP38,OUT046,692.432
NCU54,OUT027,7317.142
FDG22,OUT018,878.856
DRK59,OUT013,5359.69
FDC37,OUT046,319.584
NCO42,OUT013,3034.0506
NCT42,OUT017,447.4176
FDX27,OUT035,466.06
FDV40,OUT018,517.3266
FDT45,OUT027,3002.758
FDS47,OUT019,567.2616
FDR45,OUT035,8604.7992
FDB03,OUT045,4326.3684
FDO49,OUT035,552.614
FDU60,OUT027,5033.448
FDB26,OUT018,556.6088
FDB46,OUT017,4122.6336
FDQ37,OUT019,193.7478
FDN03,OUT017,5834.4054
NCX30,OUT045,2543.356
FDK32,OUT019,473.3838
DRM47,OUT013,2285.0256
NCO02,OUT046,2372.9112
FDP04,OUT013,739.038
NCO43,OUT049,3339.6528
FDD59,OUT013,1198.44
FDQ10,OUT017,4106.6544
FDW45,OUT035,4119.9704
NCK30,OUT049,2616.594
FDU31,OUT018,1768.3648
NCQ17,OUT019,160.4578
FDN01,OUT017,1764.37
FDZ19,OUT049,2988.1104
DRG37,OUT017,1402.1748
FDE32,OUT045,439.428
FDO34,OUT049,4362.3216
FDM04,OUT019,50.6008
FDZ25,OUT049,3301.7022
FDU08,OUT049,1587.2672
NCW30,OUT045,4402.9354
NCM18,OUT013,1145.176
FDS22,OUT035,605.878
NCH18,OUT017,2456.802
FDC23,OUT013,3199.8348
FDY46,OUT013,2440.8228
NCU06,OUT046,3215.814
FDX57,OUT045,1846.9292
FDX36,OUT027,6976.2524
FDL16,OUT045,1071.938
FDT16,OUT010,788.973
FDN16,OUT018,1677.816
FDC03,OUT046,2561.9984
DRF60,OUT013,3813.7024
FDS27,OUT027,5195.2374
FDP33,OUT010,774.9912
FDJ36,OUT018,804.2864
NCR42,OUT013,99.87
FDV14,OUT017,265.6542
NCP42,OUT035,4262.4516
FDB50,OUT027,1868.2348
NCC30,OUT027,2101.2648
FDA23,OUT018,1012.016
FDW16,OUT017,1258.362
FDQ52,OUT010,251.6724
FDB58,OUT049,1559.9694
NCP29,OUT049,703.0848
NCM05,OUT045,1845.5976
FDO25,OUT013,6291.81
NCM54,OUT046,1298.31
NCL54,OUT046,1955.4546
FDL39,OUT010,179.766
FDF53,OUT018,6729.9064
NCQ42,OUT035,2924.8594
FDF58,OUT013,331.5684
FDZ04,OUT035,751.0224
FDE26,OUT019,115.8492
FDS60,OUT017,4673.916
FDV58,OUT017,4306.3944
FDM04,OUT045,974.0654
FDE08,OUT035,3563.3616
NCB43,OUT049,3146.5708
FDU11,OUT010,452.744
FDF22,OUT019,422.1172
FDE24,OUT013,427.4436
DRJ49,OUT046,3672.5528
NCQ53,OUT035,8508.924
NCL41,OUT013,633.8416
FDR22,OUT013,1565.9616
FDH04,OUT035,1118.544
DRH15,OUT045,1537.998
FDY40,OUT049,756.3488
NCI17,OUT035,3282.394
NCC18,OUT013,2085.2856
FDY28,OUT027,5806.4418
FDB45,OUT027,3713.1666
NCL30,OUT018,1771.028
FDM10,OUT017,3846.9924
FDH22,OUT027,4916.933
NCZ53,OUT017,1695.7926
NCI18,OUT013,3739.1328
FDH14,OUT027,2492.0894
FDR36,OUT027,918.804
FDW01,OUT045,1062.6168
FDK02,OUT027,4434.228
FDJ02,OUT018,2922.1962
FDU55,OUT013,7549.5062
NCV18,OUT027,3691.1952
FDH14,OUT018,4495.4816
FDZ37,OUT045,814.9392
FDX49,OUT049,4660.6
NCD43,OUT046,3281.7282
FDZ07,OUT013,1592.5936
FDK43,OUT035,2403.538
FDR32,OUT018,1938.8096
FDT39,OUT013,2982.784
NCV54,OUT017,1896.1984
FDF38,OUT018,78.5644
FDV60,OUT046,392.822
FDH44,OUT027,3918.8988
FDS21,OUT046,718.3982
NCL41,OUT045,311.5944
FDM46,OUT017,1025.332
FDU27,OUT045,1379.5376
NCJ54,OUT017,6041.4692
DRG51,OUT018,1225.072
NCA29,OUT019,1010.6844
FDR47,OUT045,2731.1116
NCL19,OUT027,2694.4926
DRG01,OUT049,2087.9488
FDG10,OUT046,822.263
NCV05,OUT049,2934.8464
NCH18,OUT019,246.346
FDV14,OUT018,265.6542
DRJ23,OUT035,3970.8312
DRJ11,OUT046,6050.7904
FDZ03,OUT017,4195.8716
FDI27,OUT010,47.2718
FDJ14,OUT018,2408.8644
FDU32,OUT017,2277.036
FDD47,OUT027,4327.7
DRF36,OUT035,2475.4444
FDM21,OUT046,4807.076
FDV10,OUT018,484.7024
FDH60,OUT018,1174.4712
FDX47,OUT010,149.805
FDT19,OUT019,176.437
FDO11,OUT045,2543.356
FDH24,OUT027,4278.4308
FDL02,OUT018,652.484
FDB02,OUT049,2241.7486
FDA43,OUT046,5841.0634
FDG52,OUT045,652.484
DRC12,OUT013,3781.744
FDY37,OUT018,282.2992
NCU18,OUT045,1985.4156
FDU09,OUT035,687.1056
DRJ25,OUT027,2109.2544
DRE12,OUT018,3560.6984
DRL47,OUT017,1887.543
DRK01,OUT046,661.8052
FDC22,OUT019,565.2642
FDG44,OUT013,673.7896
FDW04,OUT035,2504.7396
FDK09,OUT049,3235.788
NCN43,OUT035,1970.768
FDG04,OUT049,3379.6008
FDH32,OUT010,190.4188
DRI47,OUT017,2636.568
DRE15,OUT013,1053.2956
FDY11,OUT035,856.8846
FDO60,OUT049,401.4774
FDQ20,OUT018,377.5086
FDO57,OUT027,5685.932
FDT14,OUT019,280.9676
FDA57,OUT049,707.0796
DRN35,OUT017,721.0614
FDJ03,OUT046,961.4152
FDX28,OUT017,2241.0828
DRE25,OUT045,1617.894
FDR09,OUT046,1035.9848
FDB23,OUT035,5642.655
FDO08,OUT045,1808.9786
FDQ23,OUT049,2285.0256
FDW04,OUT013,2504.7396
DRK13,OUT010,209.727
NCL17,OUT027,2492.0894
FDY21,OUT035,2021.3688
FDJ38,OUT027,2253.0672
FDA37,OUT019,250.3408
FDV43,OUT013,784.3124
FDL36,OUT046,1771.028
FDD53,OUT045,918.804
FDZ19,OUT010,716.4008
FDV21,OUT045,2848.2924
NCL54,OUT018,2759.0752
DRI47,OUT027,4986.842
DRG03,OUT049,2034.019
FDG21,OUT013,1869.5664
FDW03,OUT018,736.3748
NCI55,OUT046,2651.2156
DRC36,OUT019,351.5424
FDH22,OUT017,3880.2824
FDV20,OUT045,3560.6984
NCU41,OUT027,4633.968
FDN46,OUT027,2563.33
FDK50,OUT045,1779.6834
NCA05,OUT027,6072.096
DRH01,OUT018,6729.9064
FDT08,OUT018,2770.3938
FDM08,OUT018,1579.9434
FDZ07,OUT035,495.3552
FDS22,OUT017,490.6946
FDV35,OUT027,1006.6896
FDI28,OUT010,73.238
FDW58,OUT027,2387.5588
FDT52,OUT045,2900.2248
FDY34,OUT046,2972.1312
FDR10,OUT046,3961.51
FDK57,OUT017,2410.196
FDR02,OUT027,1833.6132
FDX49,OUT046,4660.6
FDQ20,OUT046,284.2966
DRK23,OUT045,2283.0282
NCW06,OUT046,4364.319
FDR31,OUT017,3563.3616
NCE43,OUT013,3690.5294
DRO59,OUT027,2783.7098
FDN09,OUT049,6692.6216
FDR11,OUT046,1765.0358
FDO57,OUT013,2900.2248
NCX18,OUT017,1576.6144
FDB05,OUT018,480.7076
FDQ08,OUT018,644.4944
NCG43,OUT035,856.8846
FDJ56,OUT013,946.7676
FDA13,OUT010,129.831
FDO56,OUT017,1874.8928
FDB37,OUT018,5624.6784
FDZ02,OUT018,1246.3776
FDQ24,OUT046,6543.4824
FDM16,OUT013,1034.6532
FDU35,OUT049,623.1888
FDT35,OUT035,2852.2872
NCX30,OUT049,3495.45
FDG04,OUT017,4013.4424
FDI12,OUT035,703.0848
FDE35,OUT035,801.6232
NCP14,OUT027,2631.2416
NCY53,OUT045,1565.9616
FDP49,OUT017,386.8298
FDQ04,OUT017,834.9132
FDM39,OUT035,5688.5952
FDO58,OUT019,328.9052
FDC56,OUT017,3064.0116
NCQ54,OUT046,5895.659
FDV10,OUT027,1362.2268
NCK17,OUT046,319.584
NCF55,OUT027,293.6178
FDV33,OUT013,10256.649
NCH29,OUT019,88.5514
FDA37,OUT027,3998.7948
FDH46,OUT018,1675.1528
FDS25,OUT035,2153.1972
FDH04,OUT027,3858.9768
FDX52,OUT046,2014.045
NCD42,OUT017,493.3578
FDW47,OUT017,1347.5792
FDL25,OUT027,2269.0464
NCJ06,OUT010,365.5242
FDY09,OUT013,1587.933
FDS40,OUT046,705.748
FDH41,OUT017,3085.3172
FDG38,OUT035,1278.336
FDU03,OUT027,4013.4424
FDV20,OUT046,3560.6984
DRB13,OUT045,2749.754
NCQ30,OUT013,2157.192
NCH06,OUT013,2133.2232
FDU50,OUT018,3629.9416
NCO42,OUT019,147.1418
FDW09,OUT018,559.272
FDH04,OUT013,1744.396
FDC21,OUT045,1757.712
FDL21,OUT049,707.0796
FDM46,OUT010,285.6282
FDT22,OUT019,123.8388
FDB28,OUT035,1964.11
FDI12,OUT018,2548.6824
FDA28,OUT045,3271.7412
FDF59,OUT013,1780.3492
FDM45,OUT027,2863.6058
FDQ56,OUT017,1342.2528
FDR46,OUT049,2247.075
FDT01,OUT013,1496.0526
FDD16,OUT027,1290.3204
NCU30,OUT010,308.9312
FDM40,OUT010,572.588
FDI56,OUT035,1418.154
NCS30,OUT013,1549.9824
FDU08,OUT017,3765.099
FDX51,OUT027,3511.4292
FDA43,OUT045,1170.4764
FDX59,OUT010,33.29
FDC37,OUT018,685.1082
FDP58,OUT013,3610.6334
NCY42,OUT035,858.882
FDF21,OUT018,3099.9648
FDU10,OUT027,768.999
DRL47,OUT018,1114.5492
FDA58,OUT018,1125.202
FDJ22,OUT049,4364.319
FDK50,OUT046,1779.6834
FDO38,OUT035,2220.443
DRF60,OUT035,4290.4152
NCZ42,OUT019,246.346
FDD35,OUT049,2530.7058
FDL25,OUT045,1358.232
FDJ16,OUT013,1029.9926
DRK59,OUT049,3072.667
FDI50,OUT046,6201.927
NCB19,OUT045,2233.0932
DRI37,OUT035,495.3552
FDA14,OUT027,3339.6528
FDC08,OUT018,2988.1104
FDS45,OUT046,3281.7282
FDI21,OUT049,1406.1696
DRJ47,OUT035,2676.516
DRE37,OUT027,6261.849
FDT55,OUT018,778.986
NCG42,OUT027,7158.6816
FDA31,OUT049,2386.2272
NCW42,OUT046,2692.4952
FDF50,OUT017,2956.152
FDK56,OUT049,5257.1568
FDX10,OUT035,447.4176
NCK07,OUT027,4476.1734
FDZ49,OUT017,4187.2162
FDR33,OUT013,3235.788
FDO44,OUT018,545.956
FDA20,OUT046,5779.144
NCL30,OUT045,1780.3492
FDI05,OUT019,229.701
FDQ12,OUT018,3089.9778
FDH47,OUT017,868.869
FDH34,OUT018,2647.2208
FDF29,OUT046,2856.282
FDG40,OUT018,346.216
NCE18,OUT017,5834.4054
FDP21,OUT010,945.436
FDY50,OUT013,1070.6064
FDB36,OUT049,1573.9512
NCZ29,OUT049,1761.7068
FDU20,OUT018,1549.3166
FDO56,OUT013,2370.248
FDW31,OUT049,3757.1094
DRH59,OUT013,391.4904
NCB30,OUT017,1587.2672
FDK43,OUT027,3179.195
FDW43,OUT045,6622.7126
NCL19,OUT017,2719.793
FDJ27,OUT046,1031.99
FDC45,OUT046,3238.4512
FDY40,OUT035,974.0654
NCM41,OUT035,275.6412
NCK18,OUT019,352.874
FDP37,OUT049,2184.4898
FDA27,OUT027,8217.3036
NCX30,OUT035,2223.1062
FDR09,OUT017,5438.9202
FDG08,OUT027,7152.0236
NCU30,OUT013,2155.1946
FDB16,OUT017,1133.8574
FDM16,OUT017,1301.639
FDC48,OUT013,1198.44
NCF18,OUT046,2721.7904
FDU46,OUT018,1406.1696
FDH41,OUT018,3145.905
NCN42,OUT010,151.8024
FDU49,OUT046,2082.6224
FDB20,OUT027,3292.381
FDG50,OUT019,187.7556
FDW20,OUT045,2771.7254
NCO55,OUT049,976.7286
FDX48,OUT046,1390.1904
FDU48,OUT046,1967.439
FDR48,OUT019,455.4072
FDK27,OUT013,1231.73
FDT35,OUT013,1651.184
FDN12,OUT049,1768.3648
NCE31,OUT019,135.8232
FDL21,OUT017,735.709
FDV56,OUT017,1186.4556
FDR16,OUT017,7266.5412
NCP41,OUT049,1334.2632
FDJ27,OUT013,2087.283
FDA07,OUT017,2544.6876
FDK55,OUT049,892.172
FDM33,OUT049,4407.596
FDY46,OUT046,3942.8676
FDD36,OUT046,2530.7058
FDB12,OUT027,3691.1952
FDF28,OUT019,142.4812
NCE07,OUT019,559.272
FDW50,OUT027,3079.9908
NCW18,OUT017,2133.2232
NCJ17,OUT019,87.2198
DRZ24,OUT010,122.5072
FDS07,OUT035,3866.9664
NCW05,OUT010,110.5228
FDZ22,OUT018,1498.05
FDK02,OUT046,2607.2728
FDZ45,OUT027,5852.382
FDL25,OUT046,183.7608
FDS08,OUT045,1263.0226
NCZ42,OUT027,13086.9648
FDX57,OUT035,1458.102
FDF21,OUT046,5841.0634
FDJ56,OUT018,1482.0708
FDX10,OUT013,247.0118
DRG48,OUT035,1611.236
DRN37,OUT046,1838.2738
NCY41,OUT018,493.3578
FDN28,OUT045,412.796
FDE34,OUT045,2936.178
FDR10,OUT045,3086.6488
FDC32,OUT017,1094.5752
DRG13,OUT046,1315.6208
FDP59,OUT049,623.1888
NCT53,OUT010,165.7842
FDL57,OUT027,3349.6398
FDN32,OUT010,387.4956
FDK09,OUT018,2117.244
FDA52,OUT010,351.5424
FDC57,OUT049,4364.319
FDI09,OUT035,5033.448
NCB07,OUT046,392.822
FDP26,OUT035,2648.5524
FDP40,OUT027,5351.0346
FDL15,OUT013,2546.685
FDV07,OUT046,1436.7964
FDS03,OUT017,988.713
FDE50,OUT049,3307.6944
FDQ15,OUT017,1743.0644
FDQ33,OUT010,295.6152
FDT22,OUT013,990.7104
DRO35,OUT035,2026.0294
FDJ41,OUT049,3418.883
FDQ27,OUT035,2090.612
FDC26,OUT017,2557.3378
NCF43,OUT027,5582.733
NCR50,OUT035,1990.742
FDE39,OUT018,1864.24
FDN49,OUT027,1296.3126
DRG11,OUT035,1186.4556
NCA18,OUT049,1422.1488
FDM36,OUT018,4570.0512
FDW32,OUT017,263.6568
NCQ18,OUT010,277.6386
FDX14,OUT027,2450.144
FDD46,OUT017,3022.732
FDI34,OUT019,774.9912
NCJ17,OUT035,1619.2256
FDB52,OUT035,1534.0032
FDV55,OUT018,3453.5046
FDC57,OUT046,4364.319
FDB29,OUT046,2519.3872
NCO43,OUT035,2648.5524
FDG44,OUT045,539.298
FDJ34,OUT045,747.0276
FDH40,OUT049,1543.3244
NCD07,OUT027,4250.4672
FDB41,OUT017,575.2512
FDH47,OUT018,804.2864
DRK37,OUT035,2237.088
FDM25,OUT019,351.5424
NCX06,OUT045,2205.1296
NCS05,OUT017,2782.3782
FDS39,OUT045,858.882
FDC47,OUT027,4026.7584
FDG20,OUT013,3078.6592
DRL23,OUT017,1393.5194
FDY33,OUT013,1109.2228
NCH18,OUT045,2456.802
FDX47,OUT035,3075.996
